0.949370,0.943067,0.957905
0.961701,0.959110,0.969292
0.972027,0.970630,0.977420
0.960777,0.954743,0.965868
0.971565,0.969370,0.976234
0.963088,0.957729,0.968104
0.964013,0.967639,0.975276
0.963936,0.958905,0.968818
0.964629,0.966342,0.974258
0.966094,0.967813,0.975269
0.966480,0.963529,0.971843
0.967558,0.966300,0.974022
0.969098,0.963361,0.971740
0.968636,0.964787,0.972883
0.969792,0.967645,0.975190
0.968868,0.970796,0.977541
0.969639,0.969328,0.976443
0.969330,0.970586,0.976730
0.969638,0.967810,0.975212
0.969022,0.966297,0.974054
0.969407,0.964743,0.972865
0.970718,0.970798,0.977587
0.970101,0.967815,0.975128
0.970178,0.969370,0.976388
0.972105,0.970798,0.977635
0.971950,0.969244,0.976057
0.961624,0.961930,0.971008
0.971642,0.970754,0.977455
0.963165,0.963529,0.972334
0.971643,0.970966,0.977800
0.971488,0.970625,0.977276
0.971180,0.969283,0.976394
0.970949,0.970882,0.977694
0.971025,0.970628,0.977451
0.970872,0.970880,0.977490
0.970795,0.970793,0.977622
0.971873,0.970628,0.977455
0.971796,0.970670,0.977360
0.971565,0.970670,0.977612
0.971334,0.970798,0.977469
0.971334,0.970712,0.977344
0.971488,0.970754,0.977560
0.971102,0.970628,0.977455
0.971180,0.970667,0.977312
0.971025,0.969113,0.976353
0.970949,0.970712,0.977412
0.971025,0.970497,0.977195
0.970795,0.969409,0.976665
0.972028,0.970756,0.977409
0.971719,0.970583,0.977353
0.971719,0.970712,0.977412
0.971565,0.970798,0.977498
0.971334,0.970756,0.977304
0.971025,0.969199,0.976125
0.971180,0.970798,0.977404
0.971103,0.970670,0.977313
0.970949,0.970924,0.977532
0.970871,0.969157,0.976396
0.970871,0.970667,0.977445
0.970872,0.969244,0.976244
0.972181,0.970628,0.977149
0.971796,0.970751,0.977500
0.971488,0.969239,0.976350
0.971488,0.972180,0.978747
0.971565,0.970712,0.977555
0.971257,0.969202,0.976076
0.971180,0.970714,0.977456
0.971102,0.969107,0.976531
0.970948,0.970583,0.977269
0.970948,0.969071,0.976245
0.970794,0.970670,0.977642
0.970795,0.970840,0.977627
0.972028,0.967983,0.975362
0.971719,0.970714,0.977304
0.971796,0.969365,0.976476
0.971642,0.970712,0.977511
0.971334,0.970670,0.977513
0.971180,0.970714,0.977253
0.971103,0.970798,0.977587
0.971102,0.970628,0.977277
0.970794,0.969199,0.976496
0.965092,0.964871,0.973307
0.968636,0.966171,0.974269
0.967250,0.966255,0.974392
0.971951,0.969370,0.976249
0.971950,0.970672,0.977309
0.971565,0.970754,0.977506
0.971719,0.969152,0.976355
0.970487,0.969241,0.976255
0.971257,0.967815,0.975223
0.970717,0.967765,0.975180
0.969022,0.966171,0.974028
0.969177,0.967773,0.975574
0.964552,0.960544,0.970106
0.970102,0.967815,0.975028
0.966556,0.960544,0.970114
