0.946263,0.940314,0.954911
0.949680,0.945927,0.958668
0.948756,0.945487,0.958413
0.949866,0.950905,0.962539
0.951992,0.952506,0.964040
0.951158,0.954543,0.964748
0.952454,0.947277,0.959926
0.951531,0.950853,0.962701
0.952828,0.947268,0.960106
0.953568,0.956272,0.966860
0.970770,0.962913,0.971301
0.971142,0.965916,0.974355
0.971602,0.966484,0.973932
0.972067,0.964826,0.973090
0.971417,0.962596,0.970915
0.972805,0.966740,0.974225
0.972991,0.970320,0.977371
0.972806,0.968402,0.975784
0.972251,0.968332,0.975584
0.972526,0.970060,0.976867
0.983628,0.978993,0.983477
0.983442,0.975166,0.980839
0.982888,0.978932,0.983617
0.982425,0.977084,0.982205
0.982241,0.975739,0.981476
0.981871,0.977525,0.982891
0.981963,0.975616,0.981152
0.981685,0.973570,0.979567
0.981778,0.977274,0.982345
0.981686,0.975360,0.980921
0.983628,0.980911,0.985054
0.982888,0.977151,0.982330
0.982333,0.977084,0.982126
0.982426,0.977141,0.982407
0.981686,0.977397,0.982559
0.981593,0.977274,0.982399
0.981500,0.978998,0.983554
0.981501,0.977397,0.982336
0.981408,0.977340,0.982420
0.981500,0.979059,0.983778
0.983535,0.978866,0.983550
0.982889,0.975360,0.981208
0.982426,0.975483,0.980914
0.982147,0.977212,0.982478
0.981778,0.977084,0.982464
0.982148,0.975550,0.981063
0.981500,0.978927,0.983481
0.981316,0.977151,0.982276
0.981593,0.973698,0.979773
0.981038,0.973764,0.979789
0.983165,0.979002,0.983707
0.982702,0.978998,0.983958
0.982427,0.977463,0.982425
0.982239,0.975294,0.980833
0.981777,0.975290,0.981196
0.981684,0.973575,0.979634
0.981316,0.975422,0.980992
0.981685,0.975105,0.980761
0.981593,0.973759,0.979567
0.981222,0.975171,0.980899
0.983720,0.977208,0.982328
0.982148,0.975426,0.980994
0.982148,0.978993,0.983477
0.981963,0.975488,0.981273
0.981500,0.975611,0.981131
0.981500,0.973759,0.979687
0.977338,0.970060,0.976422
0.972620,0.966674,0.974388
0.970400,0.966863,0.974111
0.973177,0.966872,0.974206
0.983257,0.976957,0.982428
0.983073,0.975176,0.980908
0.977340,0.973764,0.979550
0.971878,0.972291,0.978574
0.970768,0.954037,0.963991
0.968643,0.963230,0.971643
0.966054,0.959271,0.968837
0.964755,0.964514,0.973008
0.966703,0.963353,0.970808
0.967347,0.966299,0.974125
